id,label
264,0.58134997
265,0.56551933
266,0.5004351
267,0.5328581
268,0.6202117
269,0.42662334
270,0.5454784
271,0.5848552
272,0.44979998
273,0.47372198
274,0.425447
275,0.58694553
276,0.45831513
277,0.5021866
278,0.55499303
279,0.48332822
280,0.4375537
281,0.5697778
282,0.5076721
283,0.55157214
284,0.54365134
285,0.36945972
286,0.555064
287,0.48762482
288,0.74575174
289,0.5480546
290,0.5790534
291,0.593622
292,0.5377933
293,0.5594768
294,0.4052783
295,0.41524446
296,0.49673617
297,0.48188528
298,0.5178342
299,0.5314922
300,0.5461979
301,0.52417475
302,0.43259174
303,0.5344429
304,0.6218982
305,0.41062388
306,0.46375108
307,0.47006074
308,0.52786696
309,0.49688327
310,0.44481596
311,0.5325149
312,0.5029165
313,0.57135785
314,0.4258947
315,0.46648005
316,0.4793602
317,0.47072184
318,0.5363008
319,0.54019254
320,0.4598423
321,0.47273475
322,0.55237365
323,0.5786935
324,0.656371
325,0.5250921
326,0.67855734
327,0.56576
328,0.6134969
329,0.42691013
330,0.4893943
331,0.5535875
332,0.46683615
333,0.4871987
334,0.49905813
335,0.515102
336,0.56961405
337,0.5391431
338,0.7673822
339,0.505704
340,0.47217968
341,0.5664095
342,0.6726908
343,0.51056796
344,0.45898208
345,0.5686847
346,0.596079
347,0.51298577
348,0.3811394
349,0.47259295
350,0.5950382
351,0.52751833
352,0.6719342
353,0.5133193
354,0.50576705
355,0.47423723
356,0.5744484
357,0.35070932
358,0.54890996
359,0.5066309
360,0.7242214
361,0.5096148
362,0.43254116
363,0.496606
364,0.48152542
365,0.5083905
366,0.61251783
367,0.55487686
368,0.40132964
369,0.6174483
370,0.5498486
371,0.39083406
372,0.5272051
373,0.540905
374,0.44861275
375,0.726552
376,0.6813576
377,0.5541064
378,0.55169785
379,0.49104396
380,0.55151534
381,0.6434222
382,0.5116907
383,0.4807277
384,0.6925552
385,0.50846195
386,0.51142144
387,0.5397644
388,0.46351862
389,0.43219227
390,0.5566611
391,0.50513583
392,0.4707668
393,0.4819462
394,0.51698595
395,0.55949897
396,0.51022387
397,0.5346773
398,0.580593
399,0.51301074
400,0.48905262
401,0.5884637
402,0.6438572
403,0.42408568
404,0.54616696
405,0.6449039
406,0.43155426
407,0.58770996
408,0.47388393
409,0.47382236
410,0.5750846
411,0.51908267
412,0.4821529
413,0.5311538
414,0.45669955
415,0.55356455
416,0.5470702
417,0.6640585
418,0.4973255
419,0.56596977
420,0.46494693
421,0.53252316
422,0.50365794
423,0.4903564
424,0.5834019
425,0.5039802
426,0.50423616
427,0.62904453
428,0.5474022
429,0.5110753
430,0.6278642
431,0.48605052
432,0.53777826
433,0.5163767
434,0.52534115
435,0.52031773
436,0.39993265
437,0.6055444
438,0.43051744
439,0.61751145
440,0.46937057
441,0.44670224
442,0.5302308
443,0.45157883
444,0.6014248
445,0.55439055
446,0.48446923
447,0.4440696
448,0.56079066
449,0.43576208
450,0.61379415
451,0.43324408
452,0.53522867
453,0.5381203
454,0.5074851
455,0.4429233
456,0.55317307
457,0.41944864
458,0.43764454
459,0.5036532
460,0.44117412
461,0.6316944
462,0.5458931
463,0.53295296
464,0.37814882
465,0.6727067
466,0.48807916
467,0.5607443
468,0.66127646
469,0.4785205
470,0.73564136
471,0.55090874
472,0.71776557
473,0.47570083
474,0.55428934
475,0.55656797
476,0.58094025
477,0.5082967
478,0.65456665
479,0.5448554
480,0.54004747
481,0.51588273
482,0.569411
483,0.54826295
484,0.5428337
485,0.6403731
486,0.39199734
487,0.4762377
488,0.55822504
489,0.5463481
490,0.4117725
491,0.5135141
492,0.68467224
493,0.5471357
494,0.4602133
495,0.68992037
496,0.57932913
497,0.54576117
498,0.41913277
499,0.44333473
500,0.44080162
501,0.5340882
502,0.4959505
503,0.60766745
504,0.73113644
505,0.5088984
506,0.5539978
507,0.6145617
508,0.6003256
509,0.5031064
510,0.514314
511,0.5506292
512,0.6044149
513,0.6183425
514,0.6477971
515,0.4386264
516,0.6099709
517,0.55039304
518,0.58252376
519,0.47203577
520,0.5065705
521,0.48265114
522,0.76245546
523,0.5335993
524,0.51075196
525,0.5217824
526,0.5672833
527,0.3911374
528,0.5543061
529,0.49175474
530,0.5273826
531,0.44821423
532,0.45960912
533,0.4523837
534,0.44038087
535,0.5204014
536,0.5217292
537,0.56412023
538,0.46776742
539,0.43328458
540,0.46602145
541,0.493869
542,0.6830149
543,0.5053072
544,0.41297722
545,0.43823242
546,0.597875
547,0.53875977
548,0.44371775
549,0.5138589
550,0.5032649
551,0.5271589
552,0.5834854
553,0.46777138
554,0.50681746
555,0.47407326
556,0.5886036
557,0.6592844
558,0.4994803
559,0.41689584
560,0.662946
561,0.5519385
562,0.43878433
563,0.52921194
564,0.44473284
565,0.42106912
566,0.4250085
567,0.564444
568,0.4636487
569,0.54101306
570,0.5293106
571,0.45142323
572,0.6957392
573,0.49271935
574,0.6284994
575,0.6855519
576,0.5095496
577,0.4481299
578,0.59771734
579,0.5734009
580,0.49126688
581,0.59966415
582,0.55154085
583,0.5009732
584,0.58188736
585,0.44433352
586,0.47479168
587,0.51947504
588,0.50979596
589,0.5312776
590,0.47810116
591,0.6678646
592,0.45922476
593,0.535859
594,0.59439796
595,0.4280697
596,0.5310884
597,0.58118397
598,0.63690704
599,0.6189039
600,0.56654817
601,0.5714239
602,0.61505294
603,0.52421135
604,0.518941
605,0.5338212
606,0.5038106
607,0.43931407
608,0.54979366
609,0.4841166
610,0.45571667
611,0.6950624
612,0.62369
613,0.5114824
614,0.45687664
615,0.7188884
616,0.43060154
617,0.5763323
618,0.5034709
619,0.53695565
620,0.43382785
621,0.6385497
622,0.47093967
623,0.4742754
624,0.45549297
625,0.6167987
626,0.45785955
627,0.56148267
628,0.43240786
629,0.632992
630,0.6216723
631,0.5761265
632,0.4698643
633,0.47941408
634,0.50580454
635,0.5831878
636,0.58063465
637,0.5068665
638,0.63789797
639,0.54490644
640,0.5601642
641,0.4869452
642,0.6123044
643,0.51405704
644,0.510209
645,0.4952113
646,0.48424265
647,0.50555825
648,0.6628195
649,0.5211258
650,0.47828287
651,0.5223
652,0.42878276
653,0.4568886
654,0.4220791
655,0.6523036
656,0.5865853
657,0.5900255
658,0.49352196
659,0.5206391
660,0.6109094
661,0.56900406
662,0.39187837
663,0.5659777
664,0.48816478
665,0.52955866
666,0.4476521
667,0.6323512
668,0.48179787
669,0.5598846
670,0.41593397
671,0.39913425
672,0.5356802
673,0.52300996
674,0.5252545
675,0.4366278
676,0.57295674
677,0.48480982
678,0.4357328
679,0.46025208
680,0.5325426
681,0.51923245
682,0.5754205
683,0.5584214
684,0.49464148
685,0.68590695
686,0.52019364
687,0.46013445
688,0.44912338
689,0.5268742
690,0.43030182
691,0.6025698
692,0.46124047
693,0.56110954
694,0.51543677
695,0.5180165
696,0.62716377
697,0.56434935
698,0.48243362
699,0.50916266
700,0.5550139
701,0.45839188
702,0.52237093
703,0.46863177
704,0.53182524
705,0.4631768
706,0.6684029
707,0.5928636
708,0.5910929
709,0.5262243
710,0.42184624
711,0.43225837
712,0.4660112
713,0.5745032
714,0.47581327
715,0.4353338
716,0.4828278
717,0.6052938
718,0.5307082
719,0.5137883
720,0.5442995
721,0.4852957
722,0.48399308
723,0.5504797
724,0.52637297
725,0.60422146
726,0.47499868
727,0.48477176
728,0.534811
729,0.46669275
730,0.5415376
731,0.4756774
732,0.526343
733,0.38542372
734,0.5057544
735,0.5113496
736,0.5677715
737,0.5498611
738,0.47249073
739,0.5651395
740,0.5076342
741,0.42743444
742,0.4004819
743,0.58555466
744,0.49308214
745,0.5929382
746,0.4826035
747,0.47417182
748,0.5198127
749,0.50068617
750,0.47599196
751,0.46354234
752,0.55447155
753,0.5557424
754,0.6877302
755,0.57448
756,0.5302853
757,0.50934356
758,0.5480762
759,0.45185536
760,0.5991947
761,0.5117183
762,0.53935534
763,0.5740256
764,0.49282217
765,0.5503804
766,0.53302914
767,0.52785516
768,0.5276097
769,0.53597635
770,0.53214335
771,0.54117566
772,0.6087599
773,0.54664505
774,0.6483747
775,0.58064175
776,0.44429594
777,0.54452974
778,0.40727392
779,0.5513864
780,0.57528156
781,0.58917004
782,0.57735866
783,0.5347694
784,0.4956874
785,0.4877338
786,0.5212372
787,0.44900098
788,0.51129043
789,0.5839805
790,0.45103303
791,0.6485221
792,0.63241345
793,0.5082952
794,0.54517233
795,0.43026
796,0.5557571
797,0.46251115
798,0.5917804
799,0.4952868
800,0.51950246
801,0.41111636
802,0.5468132
803,0.5442489
804,0.47815904
805,0.59559315
806,0.49113727
807,0.47950882
808,0.6449372
809,0.60281235
810,0.5221091
811,0.41092446
812,0.50251687
813,0.42324403
814,0.55404246
815,0.5685081
816,0.57512194
817,0.4687956
818,0.59233886
819,0.6687125
820,0.4907103
821,0.6180233
822,0.47592896
823,0.45891294
824,0.6342703
825,0.49337333
826,0.5543899
827,0.5174126
828,0.50986123
829,0.5266795
830,0.5665512
831,0.64315355
832,0.47178218
833,0.4578811
834,0.5209336
835,0.413425
836,0.51778567
837,0.5602757
838,0.55391306
839,0.4605181
840,0.5094925
841,0.44677085
842,0.62451285
843,0.45547307
844,0.4772884
845,0.59402394
846,0.58708847
847,0.632048
848,0.61445576
849,0.54735833
850,0.5017853
851,0.6641563
852,0.52226996
853,0.5208881
854,0.5435369
855,0.46558765
856,0.48257178
857,0.58424324
858,0.5173094
859,0.4715735
860,0.44238266
861,0.45571408
862,0.34818023
863,0.5107296
864,0.66835636
865,0.57570076
866,0.46725342
867,0.5583665
868,0.5055534
869,0.5957008
870,0.4731152
871,0.618941
872,0.50457555
873,0.4781572
874,0.4838942
875,0.45342377
876,0.5633917
877,0.5370361
878,0.5517536
879,0.6709711
880,0.4969292
881,0.57650447
882,0.4597574
883,0.43207926
884,0.55522615
885,0.6256262
886,0.5226701
887,0.63544035
888,0.5462321
889,0.5252171
890,0.46533757
891,0.45681307
892,0.4682674
893,0.4765437
894,0.59158945
895,0.57347614
896,0.5558712
897,0.56687194
898,0.5203586
899,0.4231318
900,0.68816394
901,0.6431277
902,0.41880283
903,0.49427414
904,0.48803845
905,0.4414293
906,0.4330932
907,0.43678886
908,0.5293124
909,0.5323946
910,0.47879237
911,0.49478427
912,0.4500555
913,0.57472914
914,0.54980636
915,0.38044012
916,0.6696425
917,0.59159636
918,0.5966178
919,0.50326097
920,0.5457224
921,0.535699
922,0.5192732
923,0.5316444
924,0.55288696
925,0.5988011
926,0.529369
927,0.41461095
928,0.5554833
929,0.53462374
930,0.3922286
931,0.45106852
932,0.40710172
933,0.48045337
934,0.57464033
935,0.5485203
936,0.47739863
937,0.48509386
938,0.53741664
939,0.4644315
940,0.4693031
941,0.4572505
942,0.42881975
943,0.5660285
944,0.4471792
945,0.5362492
946,0.6311252
947,0.5492477
948,0.446824
949,0.6651652
950,0.47465563
951,0.5572979
952,0.5750355
953,0.5136734
954,0.6447189
955,0.62157935
956,0.52745783
957,0.59673
958,0.5035024
959,0.4773543
960,0.48118088
961,0.5704284
962,0.61417794
963,0.5409049
964,0.5229095
965,0.51159436
966,0.4936098
967,0.48250222
968,0.54653394
969,0.49062246
970,0.5596332
971,0.4223814
972,0.4663199
973,0.6164428
974,0.5544087
975,0.4285601
976,0.61484843
977,0.4496429
978,0.42391372
979,0.5850699
980,0.42505398
981,0.52353936
982,0.5401852
983,0.46979257
984,0.50053203
985,0.5019813
986,0.49799085
987,0.44209576
988,0.5797926
989,0.5074953
990,0.4292096
991,0.49040082
992,0.54443276
993,0.5781118
994,0.51988864
995,0.7245432
996,0.67437077
997,0.56098557
998,0.43459615
999,0.5268444
1000,0.4510199
1001,0.47306722
1002,0.42862493
1003,0.4945115
1004,0.48997134
1005,0.4819354
1006,0.66468954
1007,0.60826474
1008,0.5465596
1009,0.48328155
1010,0.5484873
1011,0.5400827
1012,0.5577588
1013,0.6105317
1014,0.539986
1015,0.5724017
1016,0.47085577
1017,0.5154333
1018,0.5489094
1019,0.42170703
1020,0.42226166
1021,0.49836475
1022,0.46614844
1023,0.37345433
1024,0.65500313
1025,0.4824813
1026,0.41116783
1027,0.59297776
1028,0.49665663
1029,0.6517954
1030,0.46349066
1031,0.59039754
1032,0.45558816
1033,0.64506733
1034,0.6408061
1035,0.44701222
1036,0.45098895
1037,0.5936723
1038,0.49250025
1039,0.4366264
1040,0.48724008
1041,0.48911113
1042,0.55056924
1043,0.5547684
1044,0.5385574
1045,0.54481155
1046,0.54977006
1047,0.5508508
1048,0.50768036
1049,0.5756436
1050,0.5401793
1051,0.42258507
1052,0.5263476
1053,0.5205556
1054,0.5166575
1055,0.5229887
1056,0.61625445
1057,0.5816272
1058,0.48695374
1059,0.4418966
1060,0.6187516
1061,0.6164639
1062,0.45643654
1063,0.5932247
1064,0.48822978
1065,0.51447284
1066,0.48505056
1067,0.51070136
1068,0.7139505
1069,0.46903318
1070,0.5084016
1071,0.55937976
1072,0.5198118
1073,0.36389047
1074,0.49726087
1075,0.50990254
1076,0.4449205
1077,0.41690388
1078,0.567396
1079,0.49283063
1080,0.5655177
1081,0.45262882
1082,0.65002847
1083,0.5150054
1084,0.48951483
1085,0.72119766
1086,0.46788907
1087,0.46175057
1088,0.4690718
1089,0.4756848
1090,0.541598
1091,0.49660712
1092,0.6498986
1093,0.44213226
1094,0.59324753
1095,0.6449381
1096,0.48279446
1097,0.5212098
1098,0.4318724
1099,0.48345113
1100,0.506983
1101,0.4427264
1102,0.52444714
1103,0.56030434
1104,0.44138628
1105,0.44665706
1106,0.51211756
1107,0.493726
1108,0.5496657
1109,0.5516412
1110,0.6160997
1111,0.50984967
1112,0.6140222
1113,0.4718618
1114,0.6137752
1115,0.46081308
1116,0.64073294
1117,0.4321423
1118,0.55901796
1119,0.6816682
1120,0.58807325
1121,0.59549683
1122,0.49713632
1123,0.5793275
1124,0.56452554
1125,0.5747029
1126,0.55523765
1127,0.51835644
1128,0.586554
1129,0.45225352
1130,0.5672403
1131,0.6289937
1132,0.48538005
1133,0.5762029
1134,0.67910814
1135,0.48534578
1136,0.5665276
1137,0.42059958
1138,0.4929748
1139,0.48836902
1140,0.53331375
1141,0.5722537
1142,0.60287976
1143,0.44182706
1144,0.5565679
1145,0.4130981
1146,0.44987378
1147,0.5665181
1148,0.5473093
1149,0.45774248
1150,0.5683701
1151,0.5232391
1152,0.5749756
1153,0.46020633
1154,0.5379356
1155,0.5612189
1156,0.43267286
1157,0.42404437
1158,0.47968003
1159,0.47219935
1160,0.56133753
1161,0.52813315
1162,0.56749356
1163,0.57834196
1164,0.58351725
1165,0.552787
1166,0.45823982
1167,0.55937076
1168,0.47365627
1169,0.5006146
1170,0.54496884
1171,0.63713145
1172,0.38522682
1173,0.48848805
1174,0.5788653
1175,0.4550858
1176,0.49119174
1177,0.4893493
1178,0.5098712
1179,0.7006935
1180,0.42050323
1181,0.51304966
1182,0.61111426
1183,0.47770715
1184,0.51928407
1185,0.54088175
1186,0.52686924
1187,0.44737086
1188,0.58421046
1189,0.5159417
1190,0.39642525
1191,0.47239798
1192,0.4689263
1193,0.4700403
1194,0.42165405
1195,0.62440616
1196,0.54418254
1197,0.45003948
1198,0.517212
1199,0.52965206
1200,0.5618404
1201,0.5551799
1202,0.45999667
1203,0.5954453
1204,0.5831807
1205,0.4846452
1206,0.49614045
1207,0.58016694
1208,0.4538201
1209,0.49283072
1210,0.5550866
1211,0.46671352
1212,0.53098214
1213,0.544287
1214,0.4615827
1215,0.5170239
1216,0.60311186
1217,0.4438602
1218,0.46222982
1219,0.70204103
1220,0.6939087
1221,0.49428025
1222,0.45459747
1223,0.6021562
1224,0.6414679
1225,0.46725696
1226,0.4852939
1227,0.5036819
1228,0.5191803
1229,0.5570242
1230,0.70889425
1231,0.47337648
1232,0.49299687
1233,0.6060917
1234,0.5772114
1235,0.44145313
1236,0.53191984
1237,0.52326906
1238,0.5480822
1239,0.47255364
1240,0.5113327
1241,0.68741953
1242,0.6029371
1243,0.39603722
1244,0.4576706
1245,0.4984014
1246,0.6936299
1247,0.54228044
1248,0.5493599
1249,0.49614394
1250,0.51719004
1251,0.5102878
1252,0.5449554
1253,0.51344967
1254,0.4679706
1255,0.5347069
1256,0.556802
1257,0.5317306
1258,0.4866985
1259,0.68345153
1260,0.4811902
1261,0.46346188
1262,0.67657274
1263,0.4717313
1264,0.46542665
1265,0.5515062
1266,0.42394626
1267,0.5744818
1268,0.45259053
1269,0.39523986
1270,0.6625416
1271,0.48711866
1272,0.57727104
1273,0.52173436
1274,0.5869018
1275,0.53044367
1276,0.5326077
1277,0.6927613
1278,0.45865846
1279,0.5184431
1280,0.5203656
1281,0.64456654
1282,0.46382037
1283,0.5173893
1284,0.5103483
1285,0.46667254
1286,0.5405961
1287,0.66842926
1288,0.49115723
1289,0.46798688
1290,0.4250678
1291,0.5628532
1292,0.5505022
1293,0.5817878
1294,0.6141694
1295,0.593711
1296,0.61614
1297,0.5309441
1298,0.5647657
1299,0.6036717
1300,0.6241904
1301,0.51996577
1302,0.59186995
1303,0.5441136
1304,0.62781924
1305,0.4322709
1306,0.46370342
1307,0.3646727
1308,0.47497714
1309,0.5718163
1310,0.44681156
1311,0.48384133
1312,0.5373181
1313,0.5010157
1314,0.50681967
1315,0.49997872
1316,0.42459574
1317,0.4539014
1318,0.4013592
1319,0.5098628
1320,0.64088196
1321,0.35449013
1322,0.4290328
1323,0.47537124
1324,0.58457214
1325,0.47950536
1326,0.5325462
1327,0.4901493
1328,0.34338441
1329,0.44091737
1330,0.5466252
1331,0.5479646
1332,0.46322775
1333,0.4810349
1334,0.5827524
1335,0.41667515
1336,0.49347878
1337,0.53219455
1338,0.46106377
1339,0.58869344
1340,0.7179686
1341,0.45815513
1342,0.529017
1343,0.53864384
1344,0.5490689
1345,0.46189758
1346,0.5897886
1347,0.48144493
1348,0.5175993
1349,0.55993813
1350,0.5181889
1351,0.42835304
1352,0.45967984
1353,0.45543954
1354,0.55052537
1355,0.5171076
1356,0.48957047
1357,0.48127335
1358,0.56333786
1359,0.5073168
1360,0.5172171
1361,0.6318009
1362,0.52704835
1363,0.42523146
1364,0.44571579
1365,0.6023037
1366,0.6728223
1367,0.43537325
1368,0.45215043
1369,0.50793177
1370,0.44945133
1371,0.53189826
1372,0.4308306
1373,0.53697693
1374,0.6116051
1375,0.5029231
1376,0.46238714
1377,0.45212278
1378,0.4925659
1379,0.45634654
1380,0.5277773
1381,0.4928099
1382,0.5758623
1383,0.5839489
1384,0.51760244
1385,0.51269805
1386,0.51358294
1387,0.6167107
1388,0.46975696
1389,0.52996993
1390,0.5315896
1391,0.53257513
1392,0.59131706
1393,0.63812274
1394,0.5504347
1395,0.45929298
1396,0.62903947
1397,0.59675545
1398,0.44469872
1399,0.46795112
1400,0.57987505
1401,0.48873612
1402,0.423918
1403,0.47931853
1404,0.54260665
1405,0.55331576
1406,0.5310344
1407,0.5382177
1408,0.46058127
1409,0.37448627
1410,0.44251433
1411,0.48889062
1412,0.5552811
1413,0.39530423
1414,0.54258037
1415,0.55537564
1416,0.48898557
1417,0.5832468
1418,0.59727013
1419,0.45899364
1420,0.65718544
1421,0.3996098
1422,0.59553725
1423,0.53137505
1424,0.56226987
1425,0.63025653
1426,0.49328747
1427,0.43857467
1428,0.63438153
1429,0.5739588
1430,0.5649435
1431,0.67737246
1432,0.48555198
1433,0.48761418
1434,0.38655052
1435,0.5388912
1436,0.49340886
1437,0.46877423
1438,0.43019447
1439,0.5081166
1440,0.46217716
1441,0.5235963
1442,0.6951477
1443,0.5717395
1444,0.5337676
1445,0.49585155
1446,0.5789717
1447,0.52054524
1448,0.4926414
1449,0.5689639
1450,0.4600632
1451,0.44223225
1452,0.5042326
1453,0.46357334
1454,0.57954514
1455,0.5739847
1456,0.50413615
1457,0.5213216
1458,0.6018533
1459,0.6577104
1460,0.5419519
1461,0.54644775
1462,0.5117869
1463,0.6071752
1464,0.53648096
1465,0.63622403
1466,0.48372546
1467,0.4748403
1468,0.52866024
1469,0.57491547
1470,0.51432043
1471,0.5340113
1472,0.5523684
1473,0.5174936
1474,0.45990902
1475,0.5886743
1476,0.634707
1477,0.5711623
1478,0.4590484
1479,0.5745189
1480,0.53478
1481,0.48742968
1482,0.50817996
1483,0.481224
1484,0.51416814
1485,0.54183346
1486,0.43590775
1487,0.37152842
1488,0.5058272
1489,0.4054993
1490,0.574816
1491,0.63142884
1492,0.57720494
1493,0.46825624
1494,0.5497236
1495,0.62819463
1496,0.58982635
1497,0.49969822
1498,0.6565305
1499,0.57142276
1500,0.50630623
1501,0.5388728
1502,0.5127076
1503,0.43484613
1504,0.5114489
1505,0.51679045
1506,0.6116946
1507,0.43386716
1508,0.5500642
1509,0.60649985
1510,0.45999193
1511,0.5538089
1512,0.55495214
1513,0.6218989
1514,0.43928936
1515,0.3762722
1516,0.49915978
1517,0.51122
1518,0.50297123
1519,0.5398034
1520,0.57465565
1521,0.59290105
1522,0.5189613
1523,0.4817784
1524,0.6244044
1525,0.5955077
1526,0.45081893
1527,0.63674116
1528,0.6124304
1529,0.5240492
1530,0.4903377
1531,0.5994886
1532,0.44104078
1533,0.5641034
1534,0.63483906
1535,0.50054604
1536,0.43597287
1537,0.54710895
1538,0.5436927
1539,0.52359915
1540,0.59206194
1541,0.4626442
1542,0.5062127
1543,0.44850874
1544,0.6196982
1545,0.45817542
1546,0.4130975
1547,0.5207253
1548,0.5545808
1549,0.67794573
1550,0.5525611
1551,0.52058697
1552,0.49479315
1553,0.65935653
1554,0.54260343
1555,0.5085047
1556,0.4803881
1557,0.5483454
1558,0.48267096
1559,0.4699972
1560,0.4308916
1561,0.574018
1562,0.5889644
1563,0.5211879
1564,0.49996054
1565,0.5092463
1566,0.52336967
1567,0.5765102
1568,0.55992305
1569,0.53456485
1570,0.5407354
1571,0.4991197
1572,0.47081792
1573,0.5190892
1574,0.5968104
1575,0.54529303
1576,0.48314872
1577,0.5710732
1578,0.46437755
1579,0.5163529
1580,0.58420354
1581,0.454774
1582,0.42640692
1583,0.5286741
1584,0.60176677
1585,0.55242234
1586,0.4555352
1587,0.54263467
1588,0.45047507
1589,0.49260846
1590,0.4561413
1591,0.5121463
1592,0.5124654
1593,0.5171843
1594,0.6870978
1595,0.5301856
1596,0.58475786
1597,0.7020547
1598,0.7615448
1599,0.53812593
1600,0.47253236
1601,0.48945633
1602,0.43536273
1603,0.51010585
1604,0.48923385
1605,0.49802396
1606,0.4436558
1607,0.38202915
1608,0.57286656
1609,0.45230335
1610,0.5222572
1611,0.47044447
1612,0.45765528
1613,0.48403382
1614,0.48335603
1615,0.46811366
1616,0.489114
1617,0.54284215
1618,0.6002141
1619,0.4613397
1620,0.43781304
1621,0.4412014
1622,0.50649047
1623,0.48444518
1624,0.5055817
1625,0.49606523
1626,0.55275166
1627,0.42974672
1628,0.577794
1629,0.46113247
1630,0.4576417
1631,0.5555334
1632,0.56531256
1633,0.46897975
1634,0.48108324
1635,0.55930203
1636,0.54314333
1637,0.41733503
1638,0.45007995
1639,0.51170087
1640,0.5977832
1641,0.54700047
1642,0.41336298
1643,0.5056142
1644,0.4595227
1645,0.51469636
1646,0.48036686
1647,0.55990976
1648,0.5131016
1649,0.535863
1650,0.60249764
1651,0.6366554
1652,0.6237823
1653,0.49160084
1654,0.5012652
1655,0.55670345
1656,0.5082525
1657,0.52001256
1658,0.4243393
1659,0.44317594
1660,0.688504
1661,0.4649686
1662,0.4708754
1663,0.5141233
1664,0.44481048
1665,0.43366167
1666,0.57636786
1667,0.47821912
1668,0.5098884
1669,0.52519083
1670,0.4768526
1671,0.52909803
1672,0.5632695
1673,0.4881807
